material_name,sales_office,price,price_date
니켈(합금용),"부산,인천,대구",26060000,2025-07-21
니켈(도금용),"부산,인천",26420000,2025-07-21
알루미늄(서구산),"부산,인천,대구,대전, 전북",4280000,2025-07-18
알루미늄(비서구산),"부산,인천,대구,전북",4240000,2025-07-18
구리(99.99%이상),"부산,인천,대구,대전, 전북",15140000,2025-07-18
납(99.99%이상),"인천,대구,부산",3210000,2025-07-18
납(99.99%이상),전북,3130000,2025-07-18
아연,"부산,인천,대구,전북",4470000,2025-07-18
주석(99.85%이상),"부산,인천,대구,전북",51610000,2025-07-18
주석(99.90%이상),"부산,인천,대구,전북",51860000,2025-07-18
니켈(합금용),"부산,인천,대구",25860000,2025-07-18
니켈(도금용),"부산,인천",26220000,2025-07-18
알루미늄(서구산),"부산,인천,대구,대전, 전북",4260000,2025-07-17
알루미늄(비서구산),"부산,인천,대구,전북",4220000,2025-07-17
구리(99.99%이상),"부산,인천,대구,대전, 전북",15010000,2025-07-17
납(99.99%이상),"인천,대구,부산",3200000,2025-07-17
납(99.99%이상),전북,3120000,2025-07-17
아연,"부산,인천,대구,전북",4400000,2025-07-17
주석(99.85%이상),"부산,인천,대구,전북",50920000,2025-07-17
주석(99.90%이상),"부산,인천,대구,전북",51160000,2025-07-17
니켈(합금용),"부산,인천,대구",25610000,2025-07-17
니켈(도금용),"부산,인천",25970000,2025-07-17
알루미늄(서구산),"부산,인천,대구,대전, 전북",4250000,2025-07-16
알루미늄(비서구산),"부산,인천,대구,전북",4210000,2025-07-16
구리(99.99%이상),"부산,인천,대구,대전, 전북",14990000,2025-07-16
납(99.99%이상),"인천,대구,부산",3220000,2025-07-16
납(99.99%이상),전북,3130000,2025-07-16
아연,"부산,인천,대구,전북",4360000,2025-07-16
주석(99.85%이상),"부산,인천,대구,전북",51480000,2025-07-16
주석(99.90%이상),"부산,인천,대구,전북",51720000,2025-07-16
니켈(합금용),"부산,인천,대구",25690000,2025-07-16
니켈(도금용),"부산,인천",26040000,2025-07-16
알루미늄(서구산),"부산,인천,대구,대전, 전북",4260000,2025-07-15
알루미늄(비서구산),"부산,인천,대구,전북",4230000,2025-07-15
구리(99.99%이상),"부산,인천,대구,대전, 전북",14940000,2025-07-15
납(99.99%이상),"인천,대구,부산",3230000,2025-07-15
납(99.99%이상),전북,3150000,2025-07-15
아연,"부산,인천,대구,전북",4420000,2025-07-15
주석(99.85%이상),"부산,인천,대구,전북",51870000,2025-07-15
주석(99.90%이상),"부산,인천,대구,전북",52110000,2025-07-15
니켈(합금용),"부산,인천,대구",25570000,2025-07-15
니켈(도금용),"부산,인천",25930000,2025-07-15
알루미늄(서구산),"부산,인천,대구,대전, 전북",4270000,2025-07-14
알루미늄(비서구산),"부산,인천,대구,전북",4230000,2025-07-14
구리(99.99%이상),"부산,인천,대구,대전, 전북",15000000,2025-07-14
납(99.99%이상),"인천,대구,부산",3240000,2025-07-14
납(99.99%이상),전북,3160000,2025-07-14
아연,"부산,인천,대구,전북",4420000,2025-07-14
주석(99.85%이상),"부산,인천,대구,전북",52010000,2025-07-14
주석(99.90%이상),"부산,인천,대구,전북",52250000,2025-07-14
니켈(합금용),"부산,인천,대구",25690000,2025-07-14
니켈(도금용),"부산,인천",26040000,2025-07-14
알루미늄(서구산),"부산,인천,대구,대전, 전북",4260000,2025-07-11
알루미늄(비서구산),"부산,인천,대구,전북",4220000,2025-07-11
구리(99.99%이상),"부산,인천,대구,대전, 전북",15030000,2025-07-11
납(99.99%이상),"인천,대구,부산",3280000,2025-07-11
납(99.99%이상),전북,3190000,2025-07-11
아연,"부산,인천,대구,전북",4470000,2025-07-11
주석(99.85%이상),"부산,인천,대구,전북",51680000,2025-07-11
주석(99.90%이상),"부산,인천,대구,전북",51920000,2025-07-11
니켈(합금용),"부산,인천,대구",25730000,2025-07-11
니켈(도금용),"부산,인천",26090000,2025-07-11
알루미늄(서구산),"부산,인천,대구,대전, 전북",4250000,2025-07-10
알루미늄(비서구산),"부산,인천,대구,전북",4220000,2025-07-10
구리(99.99%이상),"부산,인천,대구,대전, 전북",15010000,2025-07-10
납(99.99%이상),"인천,대구,부산",3320000,2025-07-10
납(99.99%이상),전북,3230000,2025-07-10
아연,"부산,인천,대구,전북",4430000,2025-07-10
주석(99.85%이상),"부산,인천,대구,전북",51440000,2025-07-10
주석(99.90%이상),"부산,인천,대구,전북",51680000,2025-07-10
니켈(합금용),"부산,인천,대구",25340000,2025-07-10
니켈(도금용),"부산,인천",25690000,2025-07-10
알루미늄(서구산),"부산,인천,대구,대전, 전북",4220000,2025-07-09
알루미늄(비서구산),"부산,인천,대구,전북",4180000,2025-07-09
구리(99.99%이상),"부산,인천,대구,대전, 전북",15220000,2025-07-09
납(99.99%이상),"인천,대구,부산",3290000,2025-07-09
납(99.99%이상),전북,3210000,2025-07-09
아연,"부산,인천,대구,전북",4360000,2025-07-09
주석(99.85%이상),"부산,인천,대구,전북",51300000,2025-07-09
주석(99.90%이상),"부산,인천,대구,전북",51530000,2025-07-09
니켈(합금용),"부산,인천,대구",25310000,2025-07-09
니켈(도금용),"부산,인천",25660000,2025-07-09
알루미늄(서구산),"부산,인천,대구,대전, 전북",4190000,2025-07-08
알루미늄(비서구산),"부산,인천,대구,전북",4160000,2025-07-08
구리(99.99%이상),"부산,인천,대구,대전, 전북",15320000,2025-07-08
납(99.99%이상),"인천,대구,부산",3260000,2025-07-08
납(99.99%이상),전북,3170000,2025-07-08
아연,"부산,인천,대구,전북",4290000,2025-07-08
주석(99.85%이상),"부산,인천,대구,전북",51160000,2025-07-08
주석(99.90%이상),"부산,인천,대구,전북",51400000,2025-07-08
니켈(합금용),"부산,인천,대구",25510000,2025-07-08
니켈(도금용),"부산,인천",25870000,2025-07-08
알루미늄(서구산),"부산,인천,대구,대전, 전북",4200000,2025-07-07
알루미늄(비서구산),"부산,인천,대구,전북",4170000,2025-07-07
구리(99.99%이상),"부산,인천,대구,대전, 전북",15340000,2025-07-07
납(99.99%이상),"인천,대구,부산",3280000,2025-07-07
납(99.99%이상),전북,3190000,2025-07-07
아연,"부산,인천,대구,전북",4330000,2025-07-07
주석(99.85%이상),"부산,인천,대구,전북",51610000,2025-07-07
주석(99.90%이상),"부산,인천,대구,전북",51840000,2025-07-07
니켈(합금용),"부산,인천,대구",25600000,2025-07-07
니켈(도금용),"부산,인천",25950000,2025-07-07
알루미늄(서구산),"부산,인천,대구,대전, 전북",4210000,2025-07-04
알루미늄(비서구산),"부산,인천,대구,전북",4180000,2025-07-04
구리(99.99%이상),"부산,인천,대구,대전, 전북",15430000,2025-07-04
납(99.99%이상),"인천,대구,부산",3280000,2025-07-04
납(99.99%이상),전북,3190000,2025-07-04
아연,"부산,인천,대구,전북",4360000,2025-07-04
주석(99.85%이상),"부산,인천,대구,전북",51620000,2025-07-04
주석(99.90%이상),"부산,인천,대구,전북",51860000,2025-07-04
니켈(합금용),"부산,인천,대구",25790000,2025-07-04
니켈(도금용),"부산,인천",26140000,2025-07-04
알루미늄(서구산),"부산,인천,대구,대전, 전북",4240000,2025-07-03
알루미늄(비서구산),"부산,인천,대구,전북",4200000,2025-07-03
구리(99.99%이상),"부산,인천,대구,대전, 전북",15520000,2025-07-03
납(99.99%이상),"인천,대구,부산",3270000,2025-07-03
납(99.99%이상),전북,3180000,2025-07-03
아연,"부산,인천,대구,전북",4370000,2025-07-03
주석(99.85%이상),"부산,인천,대구,전북",51400000,2025-07-03
주석(99.90%이상),"부산,인천,대구,전북",51640000,2025-07-03
니켈(합금용),"부산,인천,대구",25560000,2025-07-03
니켈(도금용),"부산,인천",25910000,2025-07-03
알루미늄(서구산),"부산,인천,대구,대전, 전북",4200000,2025-07-02
알루미늄(비서구산),"부산,인천,대구,전북",4170000,2025-07-02
구리(99.99%이상),"부산,인천,대구,대전, 전북",15400000,2025-07-02
납(99.99%이상),"인천,대구,부산",3220000,2025-07-02
납(99.99%이상),전북,3140000,2025-07-02
아연,"부산,인천,대구,전북",4300000,2025-07-02
주석(99.85%이상),"부산,인천,대구,전북",51200000,2025-07-02
주석(99.90%이상),"부산,인천,대구,전북",51430000,2025-07-02
니켈(합금용),"부산,인천,대구",25350000,2025-07-02
니켈(도금용),"부산,인천",25700000,2025-07-02
알루미늄(서구산),"부산,인천,대구,대전, 전북",4180000,2025-07-01
알루미늄(비서구산),"부산,인천,대구,전북",4150000,2025-07-01
구리(99.99%이상),"부산,인천,대구,대전, 전북",15330000,2025-07-01
납(99.99%이상),"인천,대구,부산",3220000,2025-07-01
납(99.99%이상),전북,3140000,2025-07-01
아연,"부산,인천,대구,전북",4350000,2025-07-01
주석(99.85%이상),"부산,인천,대구,전북",51320000,2025-07-01
주석(99.90%이상),"부산,인천,대구,전북",51550000,2025-07-01
니켈(합금용),"부산,인천,대구",25250000,2025-07-01
니켈(도금용),"부산,인천",25600000,2025-07-01
알루미늄(서구산),"부산,인천,대구,대전, 전북",4220000,2025-06-30
알루미늄(비서구산),"부산,인천,대구,전북",4170000,2025-06-30
구리(99.99%이상),"부산,인천,대구,대전, 전북",15520000,2025-06-30
납(99.99%이상),"인천,대구,부산",3250000,2025-06-30
납(99.99%이상),전북,3170000,2025-06-30
아연,"부산,인천,대구,전북",4430000,2025-06-30
주석(99.85%이상),"부산,인천,대구,전북",51650000,2025-06-30
주석(99.90%이상),"부산,인천,대구,전북",51910000,2025-06-30
니켈(합금용),"부산,인천,대구",25450000,2025-06-30
니켈(도금용),"부산,인천",25800000,2025-06-30
알루미늄(서구산),"부산,인천,대구,대전, 전북",4200000,2025-06-27
알루미늄(비서구산),"부산,인천,대구,전북",4150000,2025-06-27
구리(99.99%이상),"부산,인천,대구,대전, 전북",15670000,2025-06-27
납(99.99%이상),"인천,대구,부산",3240000,2025-06-27
납(99.99%이상),전북,3160000,2025-06-27
아연,"부산,인천,대구,전북",4410000,2025-06-27
주석(99.85%이상),"부산,인천,대구,전북",51580000,2025-06-27
주석(99.90%이상),"부산,인천,대구,전북",51840000,2025-06-27
니켈(합금용),"부산,인천,대구",25380000,2025-06-27
니켈(도금용),"부산,인천",25730000,2025-06-27
알루미늄(서구산),"부산,인천,대구,대전, 전북",4170000,2025-06-26
알루미늄(비서구산),"부산,인천,대구,전북",4130000,2025-06-26
구리(99.99%이상),"부산,인천,대구,대전, 전북",15120000,2025-06-26
납(99.99%이상),"인천,대구,부산",3240000,2025-06-26
납(99.99%이상),전북,3160000,2025-06-26
아연,"부산,인천,대구,전북",4310000,2025-06-26
주석(99.85%이상),"부산,인천,대구,전북",50830000,2025-06-26
주석(99.90%이상),"부산,인천,대구,전북",51090000,2025-06-26
니켈(합금용),"부산,인천,대구",25270000,2025-06-26
니켈(도금용),"부산,인천",25620000,2025-06-26
알루미늄(서구산),"부산,인천,대구,대전, 전북",4200000,2025-06-25
알루미늄(비서구산),"부산,인천,대구,전북",4150000,2025-06-25
구리(99.99%이상),"부산,인천,대구,대전, 전북",15110000,2025-06-25
납(99.99%이상),"인천,대구,부산",3210000,2025-06-25
납(99.99%이상),전북,3130000,2025-06-25
아연,"부산,인천,대구,전북",4260000,2025-06-25
주석(99.85%이상),"부산,인천,대구,전북",49420000,2025-06-25
주석(99.90%이상),"부산,인천,대구,전북",49680000,2025-06-25
니켈(합금용),"부산,인천,대구",24990000,2025-06-25
니켈(도금용),"부산,인천",25350000,2025-06-25
알루미늄(서구산),"부산,인천,대구,대전, 전북",4310000,2025-06-24
알루미늄(비서구산),"부산,인천,대구,전북",4260000,2025-06-24
구리(99.99%이상),"부산,인천,대구,대전, 전북",15570000,2025-06-24
납(99.99%이상),"인천,대구,부산",3250000,2025-06-24
납(99.99%이상),전북,3160000,2025-06-24
주석(99.85%이상),"부산,인천,대구,전북",50930000,2025-06-24
주석(99.90%이상),"부산,인천,대구,전북",51190000,2025-06-24
니켈(합금용),"부산,인천,대구",25260000,2025-06-24
니켈(도금용),"부산,인천",25620000,2025-06-24
알루미늄(서구산),"부산,인천,대구,대전, 전북",4190000,2025-06-23
알루미늄(비서구산),"부산,인천,대구,전북",4140000,2025-06-23
구리(99.99%이상),"부산,인천,대구,대전, 전북",15300000,2025-06-23
납(99.99%이상),"인천,대구,부산",3180000,2025-06-23
납(99.99%이상),전북,3100000,2025-06-23
아연,"부산,인천,대구,전북",4200000,2025-06-23
주석(99.85%이상),"부산,인천,대구,전북",50280000,2025-06-23
주석(99.90%이상),"부산,인천,대구,전북",50550000,2025-06-23
니켈(합금용),"부산,인천,대구",25240000,2025-06-23
니켈(도금용),"부산,인천",25590000,2025-06-23
알루미늄(서구산),"부산,인천,대구,대전, 전북",4170000,2025-06-20
알루미늄(비서구산),"부산,인천,대구,전북",4130000,2025-06-20
구리(99.99%이상),"부산,인천,대구,대전, 전북",15220000,2025-06-20
납(99.99%이상),"인천,대구,부산",3210000,2025-06-20
납(99.99%이상),전북,3130000,2025-06-20
아연,"부산,인천,대구,전북",4250000,2025-06-20
주석(99.85%이상),"부산,인천,대구,전북",49640000,2025-06-20
주석(99.90%이상),"부산,인천,대구,전북",49900000,2025-06-20
니켈(합금용),"부산,인천,대구",25570000,2025-06-20
니켈(도금용),"부산,인천",25930000,2025-06-20
알루미늄(서구산),"부산,인천,대구,대전, 전북",4190000,2025-06-19
알루미늄(비서구산),"부산,인천,대구,전북",4140000,2025-06-19
구리(99.99%이상),"부산,인천,대구,대전, 전북",15120000,2025-06-19
납(99.99%이상),"인천,대구,부산",3190000,2025-06-19
납(99.99%이상),전북,3110000,2025-06-19
아연,"부산,인천,대구,전북",4210000,2025-06-19
주석(99.85%이상),"부산,인천,대구,전북",49640000,2025-06-19
주석(99.90%이상),"부산,인천,대구,전북",49900000,2025-06-19
니켈(합금용),"부산,인천,대구",25360000,2025-06-19
니켈(도금용),"부산,인천",25710000,2025-06-19
알루미늄(서구산),"부산,인천,대구,대전, 전북",4170000,2025-06-18
알루미늄(비서구산),"부산,인천,대구,전북",4120000,2025-06-18
구리(99.99%이상),"부산,인천,대구,대전, 전북",15090000,2025-06-18
납(99.99%이상),"인천,대구,부산",3140000,2025-06-18
납(99.99%이상),전북,3060000,2025-06-18
아연,"부산,인천,대구,전북",4200000,2025-06-18
주석(99.85%이상),"부산,인천,대구,전북",49230000,2025-06-18
주석(99.90%이상),"부산,인천,대구,전북",49490000,2025-06-18
니켈(합금용),"부산,인천,대구",25040000,2025-06-18
니켈(도금용),"부산,인천",25390000,2025-06-18
알루미늄(서구산),"부산,인천,대구,대전, 전북",4120000,2025-06-17
알루미늄(비서구산),"부산,인천,대구,전북",4070000,2025-06-17
구리(99.99%이상),"부산,인천,대구,대전, 전북",15120000,2025-06-17
납(99.99%이상),"인천,대구,부산",3200000,2025-06-17
납(99.99%이상),전북,3120000,2025-06-17
아연,"부산,인천,전북",4230000,2025-06-17
주석(99.85%이상),"부산,인천,대구,전북",49750000,2025-06-17
주석(99.90%이상),"부산,인천,대구,전북",50010000,2025-06-17
니켈(합금용),"부산,인천,대구",25280000,2025-06-17
니켈(도금용),"부산,인천",25630000,2025-06-17
알루미늄(서구산),"부산,인천,대구,대전, 전북",4110000,2025-06-16
알루미늄(비서구산),"부산,인천,대구,전북",4070000,2025-06-16
구리(99.99%이상),"부산,인천,대구,대전, 전북",15060000,2025-06-16
납(99.99%이상),"인천,대구,부산",3190000,2025-06-16
납(99.99%이상),전북,3110000,2025-06-16
아연,"부산,인천,전북",4200000,2025-06-16
주석(99.85%이상),"부산,인천,대구,전북",50200000,2025-06-16
주석(99.90%이상),"부산,인천,대구,전북",50460000,2025-06-16
니켈(합금용),"부산,인천,대구",25490000,2025-06-16
니켈(도금용),"부산,인천",25850000,2025-06-16
알루미늄(서구산),"부산,인천,대구,대전, 전북",4110000,2025-06-13
알루미늄(비서구산),"부산,인천,대구,전북",4060000,2025-06-13
구리(99.99%이상),"부산,인천,대구,대전, 전북",15040000,2025-06-13
납(99.99%이상),"인천,대구,부산",3170000,2025-06-13
납(99.99%이상),전북,3090000,2025-06-13
아연,"부산,인천,전북",4190000,2025-06-13
주석(99.85%이상),"부산,인천,대구,전북",49740000,2025-06-13
주석(99.90%이상),"부산,인천,대구,전북",50000000,2025-06-13
니켈(합금용),"부산,인천,대구",25310000,2025-06-13
니켈(도금용),"부산,인천",25660000,2025-06-13
알루미늄(서구산),"부산,인천,대구,대전, 전북",4160000,2025-06-12
알루미늄(비서구산),"부산,인천,대구,전북",4110000,2025-06-12
구리(99.99%이상),"부산,인천,대구,대전, 전북",15100000,2025-06-12
납(99.99%이상),"인천,대구,부산",3200000,2025-06-12
납(99.99%이상),전북,3110000,2025-06-12
아연,"부산,인천,전북",4250000,2025-06-12
주석(99.85%이상),"부산,인천,대구,전북",50340000,2025-06-12
주석(99.90%이상),"부산,인천,대구,전북",50600000,2025-06-12
니켈(합금용),"부산,인천,대구",25660000,2025-06-12
니켈(도금용),"부산,인천",26010000,2025-06-12
알루미늄(서구산),"부산,인천,대구,대전, 전북",4090000,2025-06-11
알루미늄(비서구산),"부산,인천,대구,전북",4050000,2025-06-11
구리(99.99%이상),"부산,인천,대구,대전, 전북",15180000,2025-06-11
납(99.99%이상),"인천,대구,부산",3160000,2025-06-11
납(99.99%이상),전북,3080000,2025-06-11
아연,"부산,인천,전북",4220000,2025-06-11
주석(99.85%이상),"부산,인천,대구,전북",50160000,2025-06-11
주석(99.90%이상),"부산,인천,대구,전북",50420000,2025-06-11
니켈(합금용),"부산,인천,대구",25670000,2025-06-11
니켈(도금용),"부산,인천",26030000,2025-06-11
알루미늄(서구산),"부산,인천,대구,대전, 전북",4040000,2025-06-10
알루미늄(비서구산),"부산,인천,대구,전북",3990000,2025-06-10
구리(99.99%이상),"부산,인천,대구,대전, 전북",15170000,2025-06-10
납(99.99%이상),"인천,대구,부산",3150000,2025-06-10
납(99.99%이상),전북,3070000,2025-06-10
주석(99.85%이상),"부산,인천,대구,전북",49900000,2025-06-10
주석(99.90%이상),"부산,인천,대구,전북",50160000,2025-06-10
니켈(합금용),"부산,인천,대구",25690000,2025-06-10
니켈(도금용),"부산,인천",26040000,2025-06-10
알루미늄(서구산),"부산,인천,대구,대전, 전북",3990000,2025-06-09
알루미늄(비서구산),"부산,인천,대구,전북",3950000,2025-06-09
구리(99.99%이상),"부산,인천,대구,대전, 전북",15000000,2025-06-09
납(99.99%이상),"인천,대구,부산",3150000,2025-06-09
납(99.99%이상),전북,3070000,2025-06-09
아연,"부산,인천,전북",4210000,2025-06-09
주석(99.85%이상),"부산,인천,대구,전북",49460000,2025-06-09
주석(99.90%이상),"부산,인천,대구,전북",49720000,2025-06-09
니켈(합금용),"부산,인천,대구",25840000,2025-06-09
니켈(도금용),"부산,인천",26190000,2025-06-09
알루미늄(서구산),"부산,인천,대구,대전, 전북",4070000,2025-06-05
알루미늄(비서구산),"부산,인천,대구,전북",4030000,2025-06-05
구리(99.99%이상),"부산,인천,대구,대전, 전북",14990000,2025-06-05
납(99.99%이상),"인천,대구,부산",3200000,2025-06-05
납(99.99%이상),전북,3120000,2025-06-05
아연,"부산,인천,전북",4310000,2025-06-05
주석(99.85%이상),"부산,인천,대구,전북",49210000,2025-06-05
주석(99.90%이상),"부산,인천,대구,전북",49470000,2025-06-05
니켈(합금용),"부산,인천,대구",25900000,2025-06-05
니켈(도금용),"부산,인천",26250000,2025-06-05
알루미늄(서구산),"부산,인천,대구,대전, 전북",4060000,2025-06-04
알루미늄(비서구산),"부산,인천,대구,전북",4010000,2025-06-04
구리(99.99%이상),"부산,인천,대구,대전, 전북",15050000,2025-06-04
납(99.99%이상),"인천,대구,부산",3200000,2025-06-04
납(99.99%이상),전북,3120000,2025-06-04
아연,"부산,인천,전북",4340000,2025-06-04
주석(99.85%이상),"부산,인천,대구,전북",48340000,2025-06-04
주석(99.90%이상),"부산,인천,대구,전북",48610000,2025-06-04
니켈(합금용),"부산,인천,대구",26010000,2025-06-04
니켈(도금용),"부산,인천",26370000,2025-06-04
알루미늄(서구산),"부산,인천,대구,대전, 전북",4050000,2025-06-02
알루미늄(비서구산),"부산,인천,대구,전북",4000000,2025-06-02
구리(99.99%이상),"부산,인천,대구,대전, 전북",14920000,2025-06-02
납(99.99%이상),"인천,대구,부산",3170000,2025-06-02
납(99.99%이상),전북,3090000,2025-06-02
아연,"부산,인천,전북",4230000,2025-06-02
주석(99.85%이상),"부산,인천,대구,전북",47110000,2025-06-02
주석(99.90%이상),"부산,인천,대구,전북",47380000,2025-06-02
니켈(합금용),"부산,인천,대구",25850000,2025-06-02
니켈(도금용),"부산,인천",26200000,2025-06-02
알루미늄(서구산),"부산,인천,대구,대전, 전북",4040000,2025-05-30
알루미늄(비서구산),"부산,인천,대구,전북",4000000,2025-05-30
구리(99.99%이상),"부산,인천,대구,대전, 전북",14960000,2025-05-30
납(99.99%이상),"인천,대구,부산",3170000,2025-05-30
납(99.99%이상),전북,3090000,2025-05-30
아연,"부산,인천,전북",4310000,2025-05-30
주석(99.85%이상),"부산,인천,대구,전북",48240000,2025-05-30
주석(99.90%이상),"부산,인천,대구,전북",48530000,2025-05-30
니켈(합금용),"부산,인천,대구",25980000,2025-05-30
니켈(도금용),"부산,인천",26330000,2025-05-30
알루미늄(서구산),"부산,인천,대구,대전, 전북",4080000,2025-05-29
알루미늄(비서구산),"부산,인천,대구,전북",4040000,2025-05-29
구리(99.99%이상),"부산,인천,대구,대전, 전북",14950000,2025-05-29
납(99.99%이상),"인천,대구,부산",3210000,2025-05-29
납(99.99%이상),전북,3130000,2025-05-29
아연,"부산,인천,전북",4340000,2025-05-29
주석(99.85%이상),"부산,인천,대구,전북",48900000,2025-05-29
주석(99.90%이상),"부산,인천,대구,전북",49180000,2025-05-29
니켈(합금용),"부산,인천,대구",25440000,2025-05-29
니켈(도금용),"부산,인천",25790000,2025-05-29
알루미늄(서구산),"부산,인천,대구,대전, 전북",4080000,2025-05-28
알루미늄(비서구산),"부산,인천,대구,전북",4040000,2025-05-28
구리(99.99%이상),"부산,인천,대구,대전, 전북",14920000,2025-05-28
납(99.99%이상),"인천,대구,부산",3190000,2025-05-28
납(99.99%이상),전북,3110000,2025-05-28
아연,"부산,인천,전북",4340000,2025-05-28
주석(99.85%이상),"부산,인천,대구,전북",50000000,2025-05-28
주석(99.90%이상),"부산,인천,대구,전북",50290000,2025-05-28
니켈(합금용),"부산,인천,대구",25910000,2025-05-28
니켈(도금용),"부산,인천",26260000,2025-05-28
알루미늄(서구산),"부산,인천,대구,대전, 전북",4020000,2025-05-27
알루미늄(비서구산),"부산,인천,대구,전북",3990000,2025-05-27
구리(99.99%이상),"부산,인천,대구,대전, 전북",14870000,2025-05-27
납(99.99%이상),"인천,대구,부산",3190000,2025-05-27
납(99.99%이상),전북,3110000,2025-05-27
아연,"인천,대구,전북",4320000,2025-05-27
주석(99.85%이상),"부산,인천,대구,전북",50120000,2025-05-27
주석(99.90%이상),"부산,인천,대구,전북",50410000,2025-05-27
니켈(합금용),"부산,인천,대구",26100000,2025-05-27
니켈(도금용),"부산,인천",26450000,2025-05-27
인듐(대여),인천,611770150,2025-05-27
알루미늄(서구산),"부산,인천,대구,대전, 전북",4060000,2025-05-26
알루미늄(비서구산),"부산,인천,대구,전북",4020000,2025-05-26
구리(99.99%이상),"부산,인천,대구,대전, 전북",14990000,2025-05-26
납(99.99%이상),"인천,대구,부산",3220000,2025-05-26
납(99.99%이상),전북,3140000,2025-05-26
아연,"인천,대구,전북",4350000,2025-05-26
주석(99.85%이상),"부산,인천,대구,전북",50540000,2025-05-26
주석(99.90%이상),"부산,인천,대구,전북",50820000,2025-05-26
니켈(합금용),"부산,인천,대구",26310000,2025-05-26
니켈(도금용),"부산,인천",26670000,2025-05-26
인듐(대여),인천,611770150,2025-05-26
알루미늄(서구산),"부산,인천,대구,대전, 전북",4060000,2025-05-23
알루미늄(비서구산),"부산,인천,대구,전북",4020000,2025-05-23
구리(99.99%이상),"부산,인천,대구,대전, 전북",14860000,2025-05-23
납(99.99%이상),"인천,대구,부산",3190000,2025-05-23
납(99.99%이상),전북,3110000,2025-05-23
아연,"인천,대구,전북",4360000,2025-05-23
주석(99.85%이상),"부산,인천,대구,전북",50070000,2025-05-23
주석(99.90%이상),"부산,인천,대구,전북",50360000,2025-05-23
니켈(합금용),"부산,인천,대구",26260000,2025-05-23
니켈(도금용),"부산,인천",26620000,2025-05-23
인듐(대여),인천,578224530,2025-05-23
알루미늄(서구산),"부산,인천,대구,대전, 전북",4110000,2025-05-22
알루미늄(비서구산),"부산,인천,대구,전북",4070000,2025-05-22
구리(99.99%이상),"부산,인천,대구,대전, 전북",14970000,2025-05-22
납(99.99%이상),"인천,대구,부산",3210000,2025-05-22
납(99.99%이상),전북,3130000,2025-05-22
아연,"인천,대구,전북",4370000,2025-05-22
주석(99.85%이상),"부산,인천,대구,전북",51060000,2025-05-22
주석(99.90%이상),"부산,인천,대구,전북",51350000,2025-05-22
니켈(합금용),"부산,인천,대구",26530000,2025-05-22
니켈(도금용),"부산,인천",26890000,2025-05-22
인듐(대여),인천,578224530,2025-05-22
알루미늄(서구산),"부산,인천,대구,대전, 전북",4130000,2025-05-21
알루미늄(비서구산),"부산,인천,대구,전북",4090000,2025-05-21
구리(99.99%이상),"부산,인천,대구,대전, 전북",14990000,2025-05-21
납(99.99%이상),"인천,대구,부산",3230000,2025-05-21
납(99.99%이상),전북,3150000,2025-05-21
아연,"인천,대구,전북",4410000,2025-05-21
주석(99.85%이상),"부산,인천,대구,전북",51710000,2025-05-21
주석(99.90%이상),"부산,인천,대구,전북",52000000,2025-05-21
니켈(합금용),"부산,인천,대구",26490000,2025-05-21
니켈(도금용),"부산,인천",26850000,2025-05-21
인듐(대여),인천,578224530,2025-05-21
알루미늄(서구산),"부산,인천,대구,대전, 전북",4110000,2025-05-20
알루미늄(비서구산),"부산,인천,대구,전북",4080000,2025-05-20
구리(99.99%이상),"부산,인천,대구,대전, 전북",15080000,2025-05-20
납(99.99%이상),"인천,대구,부산",3220000,2025-05-20
납(99.99%이상),전북,3140000,2025-05-20
아연,"인천,대구,전북",4370000,2025-05-20
주석(99.85%이상),"부산,인천,대구,전북",51600000,2025-05-20
주석(99.90%이상),"부산,인천,대구,전북",51890000,2025-05-20
니켈(합금용),"부산,인천,대구",26670000,2025-05-20
니켈(도금용),"부산,인천",27030000,2025-05-20
인듐(대여),인천,578224530,2025-05-20
알루미늄(서구산),"부산,인천,대구,대전, 전북",4150000,2025-05-19
알루미늄(비서구산),"부산,인천,대구,전북",4110000,2025-05-19
구리(99.99%이상),"부산,인천,대구,대전, 전북",14900000,2025-05-19
납(99.99%이상),"인천,대구,부산",3280000,2025-05-19
납(99.99%이상),전북,3200000,2025-05-19
아연,"인천,대구,전북",4380000,2025-05-19
주석(99.85%이상),"부산,인천,대구,전북",51130000,2025-05-19
주석(99.90%이상),"부산,인천,대구,전북",51420000,2025-05-19
니켈(합금용),"부산,인천,대구",26660000,2025-05-19
니켈(도금용),"부산,인천",27020000,2025-05-19
인듐(대여),인천,578224530,2025-05-19
알루미늄(서구산),"부산,인천,대구,대전, 전북",4160000,2025-05-16
알루미늄(비서구산),"부산,인천,대구,전북",4120000,2025-05-16
구리(99.99%이상),"부산,인천,대구,대전, 전북",15160000,2025-05-16
납(99.99%이상),"인천,대구,부산",3300000,2025-05-16
납(99.99%이상),전북,3220000,2025-05-16
아연,"인천,대구,전북",4450000,2025-05-16
주석(99.85%이상),"부산,인천,대구,전북",51480000,2025-05-16
주석(99.90%이상),"부산,인천,대구,전북",51770000,2025-05-16
니켈(합금용),"부산,인천,대구",26990000,2025-05-16
니켈(도금용),"부산,인천",27350000,2025-05-16
인듐(대여),인천,575630860,2025-05-16
알루미늄(서구산),"부산,인천,대구,대전, 전북",4300000,2025-05-15
