물품순번,물품명,판매지방청명,판매금액,판매한도수량값,판매종료일자
2,알루미늄(비서구산),"부산,인천,대구,전북",4020000,통합50톤/주,2025-05-07
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15190000,50톤/주 ,2025-05-07
4,납(99.99%이상),"인천,대구,부산",3180000,200톤/주 ,2025-05-07
5,납(99.99%이상),전북,3100000,200톤/주 ,2025-05-07
6,주석(99.85%이상),"부산,인천,대구,전북",50280000,6톤/주 ,2025-05-07
7,주석(99.90%이상),"부산,인천,대구,전북",50580000,4톤/주 ,2025-05-07
8,니켈(합금용),"부산,인천,대구",27020000,5톤/주 ,2025-05-07
9,니켈(도금용),"부산,인천",27380000,3톤/주,2025-05-07
10,인듐(대여),인천,595206510,0톤/주 ,2025-05-07
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4090000,통합50톤/주,2025-05-02
2,알루미늄(비서구산),"부산,인천,대구,전북",4060000,통합50톤/주,2025-05-02
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14860000,50톤/주 ,2025-05-02
4,납(99.99%이상),"인천,대구,부산",3270000,200톤/주 ,2025-05-02
5,납(99.99%이상),전북,3190000,200톤/주 ,2025-05-02
6,주석(99.85%이상),"부산,인천,대구,전북",47350000,6톤/주 ,2025-05-02
7,주석(99.90%이상),"부산,인천,대구,전북",47650000,4톤/주 ,2025-05-02
8,니켈(합금용),"부산,인천,대구",26640000,5톤/주 ,2025-05-02
9,니켈(도금용),"부산,인천",27010000,3톤/주,2025-05-02
10,인듐(대여),인천,595123060,0톤/주 ,2025-05-02
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4060000,통합50톤/주,2025-05-01
2,알루미늄(비서구산),"부산,인천,대구,전북",4020000,통합50톤/주,2025-05-01
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14670000,50톤/주 ,2025-05-01
4,납(99.99%이상),"인천,대구,부산",3280000,200톤/주 ,2025-05-01
5,납(99.99%이상),전북,3200000,200톤/주 ,2025-05-01
6,주석(99.85%이상),"부산,인천,대구,전북",49810000,6톤/주 ,2025-05-01
7,주석(99.90%이상),"부산,인천,대구,전북",50100000,4톤/주 ,2025-05-01
8,니켈(합금용),"부산,인천,대구",26890000,5톤/주 ,2025-05-01
9,니켈(도금용),"부산,인천",27260000,3톤/주,2025-05-01
10,인듐(대여),인천,595123060,0톤/주 ,2025-05-01
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4240000,통합50톤/주,2025-04-30
2,알루미늄(비서구산),"부산,인천,대구,전북",4180000,통합50톤/주,2025-04-30
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15380000,50톤/주 ,2025-04-30
4,납(99.99%이상),"인천,대구,부산",3350000,200톤/주 ,2025-04-30
5,납(99.99%이상),전북,3270000,200톤/주 ,2025-04-30
6,아연,"인천,대구,전북",4350000,10톤/주 ,2025-04-30
7,주석(99.85%이상),"부산,인천,대구,전북",51130000,6톤/주 ,2025-04-30
8,주석(99.90%이상),"부산,인천,대구,전북",51240000,4톤/주 ,2025-04-30
9,니켈(합금용),"부산,인천,대구",27410000,5톤/주 ,2025-04-30
10,니켈(도금용),"부산,인천",27780000,3톤/주,2025-04-30
11,인듐(대여),인천,595123060,0톤/주 ,2025-04-30
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4200000,통합50톤/주,2025-04-29
2,알루미늄(비서구산),"부산,인천,대구,전북",4140000,통합50톤/주,2025-04-29
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15400000,50톤/주 ,2025-04-29
4,납(99.99%이상),"인천,대구,부산",3340000,200톤/주 ,2025-04-29
5,납(99.99%이상),전북,3260000,200톤/주 ,2025-04-29
6,주석(99.85%이상),"부산,인천,대구,전북",51480000,6톤/주 ,2025-04-29
7,주석(99.90%이상),"부산,인천,대구,전북",51590000,4톤/주 ,2025-04-29
8,니켈(합금용),"부산,인천,대구",27610000,5톤/주 ,2025-04-29
9,니켈(도금용),"부산,인천",27980000,3톤/주,2025-04-29
10,인듐(대여),인천,595123060,0톤/주 ,2025-04-29
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4170000,통합50톤/주,2025-04-28
2,알루미늄(비서구산),"부산,인천,대구,전북",4120000,통합50톤/주,2025-04-28
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15280000,50톤/주 ,2025-04-28
4,납(99.99%이상),"인천,대구,부산",3290000,200톤/주 ,2025-04-28
5,납(99.99%이상),전북,3200000,200톤/주 ,2025-04-28
6,주석(99.85%이상),"부산,인천,대구,전북",51200000,6톤/주 ,2025-04-28
7,주석(99.90%이상),"부산,인천,대구,전북",51310000,4톤/주 ,2025-04-28
8,니켈(합금용),"부산,인천,대구",27380000,5톤/주 ,2025-04-28
9,니켈(도금용),"부산,인천",27760000,3톤/주,2025-04-28
10,인듐(대여),인천,595123060,0톤/주 ,2025-04-28
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4210000,통합50톤/주,2025-04-25
2,알루미늄(비서구산),"부산,인천,대구,전북",4150000,통합50톤/주,2025-04-25
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15300000,50톤/주 ,2025-04-25
4,납(99.99%이상),"인천,대구,부산",3300000,200톤/주 ,2025-04-25
5,납(99.99%이상),전북,3220000,200톤/주 ,2025-04-25
6,주석(99.85%이상),"부산,인천,대구,전북",50800000,6톤/주 ,2025-04-25
7,주석(99.90%이상),"부산,인천,대구,전북",50920000,4톤/주 ,2025-04-25
8,니켈(합금용),"부산,인천,대구",27790000,5톤/주 ,2025-04-25
9,니켈(도금용),"부산,인천",28160000,3톤/주,2025-04-25
10,인듐(대여),인천,593996570,0톤/주 ,2025-04-25
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4130000,통합50톤/주,2025-04-24
2,알루미늄(비서구산),"부산,인천,대구,전북",4080000,통합50톤/주,2025-04-24
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15090000,50톤/주 ,2025-04-24
4,납(99.99%이상),"인천,대구,부산",3250000,200톤/주 ,2025-04-24
5,납(99.99%이상),전북,3170000,200톤/주 ,2025-04-24
6,주석(99.85%이상),"부산,인천,대구,전북",49520000,6톤/주 ,2025-04-24
7,주석(99.90%이상),"부산,인천,대구,전북",49630000,4톤/주 ,2025-04-24
8,니켈(합금용),"부산,인천,대구",27250000,5톤/주 ,2025-04-24
9,니켈(도금용),"부산,인천",27620000,3톤/주,2025-04-24
10,인듐(대여),인천,593996570,0톤/주 ,2025-04-24
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4050000,통합50톤/주,2025-04-23
2,알루미늄(비서구산),"부산,인천,대구,전북",4000000,통합50톤/주,2025-04-23
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15080000,50톤/주 ,2025-04-23
4,납(99.99%이상),"인천,대구,부산",3220000,200톤/주 ,2025-04-23
5,납(99.99%이상),전북,3140000,200톤/주 ,2025-04-23
6,아연,"부산,인천,대구,전북",4200000,15톤/주 ,2025-04-23
7,주석(99.85%이상),"부산,인천,대구,전북",49220000,6톤/주 ,2025-04-23
8,주석(99.90%이상),"부산,인천,대구,전북",49330000,4톤/주 ,2025-04-23
9,니켈(합금용),"부산,인천,대구",27280000,5톤/주 ,2025-04-23
10,니켈(도금용),"부산,인천",27650000,3톤/주,2025-04-23
11,인듐(대여),인천,593996570,0톤/주 ,2025-04-23
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4020000,통합50톤/주,2025-04-22
2,알루미늄(비서구산),"부산,인천,대구,전북",3970000,통합50톤/주,2025-04-22
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14760000,50톤/주 ,2025-04-22
4,납(99.99%이상),"인천,대구,부산",3220000,200톤/주 ,2025-04-22
5,납(99.99%이상),전북,3140000,200톤/주 ,2025-04-22
6,주석(99.85%이상),"부산,인천,대구,전북",48370000,6톤/주 ,2025-04-22
7,주석(99.90%이상),"부산,인천,대구,전북",48470000,4톤/주 ,2025-04-22
8,니켈(합금용),"부산,인천,대구",27170000,5톤/주 ,2025-04-22
9,니켈(도금용),"부산,인천",27540000,3톤/주,2025-04-22
10,인듐(대여),인천,593996570,0톤/주 ,2025-04-22
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4030000,통합50톤/주,2025-04-21
2,알루미늄(비서구산),"부산,인천,대구,전북",3980000,통합50톤/주,2025-04-21
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14810000,50톤/주 ,2025-04-21
4,납(99.99%이상),"인천,대구,부산",3230000,200톤/주 ,2025-04-21
5,납(99.99%이상),전북,3140000,200톤/주 ,2025-04-21
6,주석(99.85%이상),"부산,인천,대구,전북",48510000,6톤/주 ,2025-04-21
7,주석(99.90%이상),"부산,인천,대구,전북",48620000,4톤/주 ,2025-04-21
8,니켈(합금용),"부산,인천,대구",27250000,5톤/주 ,2025-04-21
9,니켈(도금용),"부산,인천",27620000,3톤/주,2025-04-21
10,인듐(대여),인천,593996570,0톤/주 ,2025-04-21
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4020000,통합50톤/주,2025-04-18
2,알루미늄(비서구산),"부산,인천,대구,전북",3970000,통합50톤/주,2025-04-18
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14760000,50톤/주 ,2025-04-18
4,납(99.99%이상),"인천,대구,부산",3220000,200톤/주 ,2025-04-18
5,납(99.99%이상),전북,3130000,200톤/주 ,2025-04-18
6,주석(99.85%이상),"부산,인천,대구,전북",48360000,6톤/주 ,2025-04-18
7,주석(99.90%이상),"부산,인천,대구,전북",48470000,4톤/주 ,2025-04-18
8,니켈(합금용),"부산,인천,대구",27170000,5톤/주 ,2025-04-18
9,니켈(도금용),"부산,인천",27530000,3톤/주,2025-04-18
10,인듐(대여),인천,611770150,0톤/주 ,2025-04-18
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4070000,통합50톤/주,2025-04-17
2,알루미늄(비서구산),"부산,인천,대구,전북",4010000,통합50톤/주,2025-04-17
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14860000,50톤/주 ,2025-04-17
4,납(99.99%이상),"인천,대구,부산",3210000,200톤/주 ,2025-04-17
5,납(99.99%이상),전북,3130000,200톤/주 ,2025-04-17
6,아연,"부산,인천,대구,전북",4220000,15톤/주 ,2025-04-17
7,주석(99.85%이상),"부산,인천,대구,전북",48850000,6톤/주 ,2025-04-17
8,주석(99.90%이상),"부산,인천,대구,전북",48960000,4톤/주 ,2025-04-17
9,니켈(합금용),"부산,인천,대구",27410000,5톤/주 ,2025-04-17
10,니켈(도금용),"부산,인천",27780000,3톤/주,2025-04-17
11,인듐(대여),인천,611770150,0톤/주 ,2025-04-17
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4040000,통합50톤/주,2025-04-16
2,알루미늄(비서구산),"부산,인천,대구,전북",3990000,통합50톤/주,2025-04-16
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14760000,50톤/주 ,2025-04-16
4,납(99.99%이상),"인천,대구,부산",3210000,200톤/주 ,2025-04-16
5,납(99.99%이상),전북,3130000,200톤/주 ,2025-04-16
6,아연,"부산,인천,대구,전북",4280000,15톤/주 ,2025-04-16
7,주석(99.85%이상),"부산,인천,대구,전북",49160000,6톤/주 ,2025-04-16
8,주석(99.90%이상),"부산,인천,대구,전북",49270000,4톤/주 ,2025-04-16
9,니켈(합금용),"부산,인천,대구",27170000,5톤/주 ,2025-04-16
10,니켈(도금용),"부산,인천",27540000,3톤/주,2025-04-16
11,인듐(대여),인천,611770150,0톤/주 ,2025-04-16
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4040000,통합50톤/주,2025-04-15
2,알루미늄(비서구산),"부산,인천,대구,전북",3980000,통합50톤/주,2025-04-15
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14810000,50톤/주 ,2025-04-15
4,납(99.99%이상),"인천,대구,부산",3210000,200톤/주 ,2025-04-15
5,납(99.99%이상),전북,3130000,200톤/주 ,2025-04-15
6,주석(99.85%이상),"부산,인천,대구,전북",49420000,6톤/주 ,2025-04-15
7,주석(99.90%이상),"부산,인천,대구,전북",49530000,4톤/주 ,2025-04-15
8,니켈(합금용),"부산,인천,대구",26760000,5톤/주 ,2025-04-15
9,니켈(도금용),"부산,인천",27120000,3톤/주,2025-04-15
10,인듐(대여),인천,611770150,0톤/주 ,2025-04-15
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4150000,통합50톤/주,2025-04-14
2,알루미늄(비서구산),"부산,인천,대구,전북",4100000,통합50톤/주,2025-04-14
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15130000,50톤/주 ,2025-04-14
4,납(99.99%이상),"인천,대구,부산",3260000,200톤/주 ,2025-04-14
5,납(99.99%이상),전북,3180000,200톤/주 ,2025-04-14
6,주석(99.85%이상),"부산,인천,대구,전북",50360000,6톤/주 ,2025-04-14
7,주석(99.90%이상),"부산,인천,대구,전북",50480000,4톤/주 ,2025-04-14
8,니켈(합금용),"부산,인천,대구",26870000,5톤/주 ,2025-04-14
9,니켈(도금용),"부산,인천",27250000,3톤/주,2025-04-14
10,인듐(대여),인천,611770150,0톤/주 ,2025-04-14
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4130000,통합50톤/주,2025-04-11
2,알루미늄(비서구산),"부산,인천,대구,전북",4070000,통합50톤/주,2025-04-11
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14900000,50톤/주 ,2025-04-11
4,납(99.99%이상),"인천,대구,부산",3240000,200톤/주 ,2025-04-11
5,납(99.99%이상),전북,3160000,200톤/주 ,2025-04-11
6,주석(99.85%이상),"부산,인천,대구,전북",49860000,6톤/주 ,2025-04-11
7,주석(99.90%이상),"부산,인천,대구,전북",49970000,4톤/주 ,2025-04-11
8,니켈(합금용),"부산,인천,대구",26560000,5톤/주 ,2025-04-11
9,니켈(도금용),"부산,인천",26930000,3톤/주,2025-04-11
10,인듐(대여),인천,610184720,0톤/주 ,2025-04-11
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4110000,통합50톤/주,2025-04-10
2,알루미늄(비서구산),"부산,인천,대구,전북",4060000,통합50톤/주,2025-04-10
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14470000,50톤/주 ,2025-04-10
4,납(99.99%이상),"인천,대구,부산",3210000,200톤/주 ,2025-04-10
5,납(99.99%이상),전북,3130000,200톤/주 ,2025-04-10
6,주석(99.85%이상),"부산,인천,대구,전북",49470000,6톤/주 ,2025-04-10
7,주석(99.90%이상),"부산,인천,대구,전북",49580000,4톤/주 ,2025-04-10
8,니켈(합금용),"부산,인천,대구",25890000,5톤/주 ,2025-04-10
9,니켈(도금용),"부산,인천",26270000,3톤/주,2025-04-10
10,인듐(대여),인천,610184720,0톤/주 ,2025-04-10
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4130000,통합50톤/주,2025-04-09
2,알루미늄(비서구산),"부산,인천,대구,전북",4080000,통합50톤/주,2025-04-09
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14450000,50톤/주 ,2025-04-09
4,납(99.99%이상),"인천,대구,부산",3230000,200톤/주 ,2025-04-09
5,납(99.99%이상),전북,3150000,200톤/주 ,2025-04-09
6,아연,"부산,인천,대구,전북",4340000,15톤/주 ,2025-04-09
7,주석(99.85%이상),"부산,인천,대구,전북",53880000,6톤/주 ,2025-04-09
8,주석(99.90%이상),"부산,인천,대구,전북",53990000,4톤/주 ,2025-04-09
9,니켈(합금용),"부산,인천,대구",25850000,5톤/주 ,2025-04-09
10,니켈(도금용),"부산,인천",26230000,3톤/주,2025-04-09
11,인듐(대여),인천,610184720,0톤/주 ,2025-04-09
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4160000,통합50톤/주,2025-04-08
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",14510000,50톤/주 ,2025-04-08
3,납(99.99%이상),"인천,대구,부산",3220000,200톤/주 ,2025-04-08
4,납(99.99%이상),전북,3140000,200톤/주 ,2025-04-08
5,주석(99.85%이상),"부산,인천,대구,전북",56120000,6톤/주 ,2025-04-08
6,주석(99.90%이상),"부산,인천,대구,전북",56230000,4톤/주 ,2025-04-08
7,니켈(합금용),"부산,인천,대구",26050000,5톤/주 ,2025-04-08
8,니켈(도금용),"부산,인천",26430000,3톤/주,2025-04-08
9,인듐(대여),인천,610184720,0톤/주 ,2025-04-08
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4090000,통합50톤/주,2025-04-07
2,알루미늄(비서구산),"부산,인천,대구,전북",4030000,통합50톤/주,2025-04-07
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14220000,50톤/주 ,2025-04-07
4,납(99.99%이상),"인천,대구,부산",3200000,200톤/주 ,2025-04-07
5,납(99.99%이상),전북,3120000,200톤/주 ,2025-04-07
6,주석(99.85%이상),"부산,인천,대구,전북",57150000,6톤/주 ,2025-04-07
7,주석(99.90%이상),"부산,인천,대구,전북",57270000,4톤/주 ,2025-04-07
8,니켈(합금용),"부산,인천,대구",26060000,5톤/주 ,2025-04-07
9,니켈(도금용),"부산,인천",26430000,3톤/주,2025-04-07
10,인듐(대여),인천,610184720,0톤/주 ,2025-04-07
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4300000,통합50톤/주,2025-04-04
2,알루미늄(비서구산),"부산,인천,대구,전북",4250000,통합50톤/주,2025-04-04
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15520000,50톤/주 ,2025-04-04
4,납(99.99%이상),"인천,대구,부산",3360000,200톤/주 ,2025-04-04
5,납(99.99%이상),전북,3280000,200톤/주 ,2025-04-04
6,아연,"부산,인천,대구,전북",4560000,15톤/주 ,2025-04-04
7,주석(99.85%이상),"부산,인천,대구,전북",61610000,6톤/주 ,2025-04-04
8,주석(99.90%이상),"부산,인천,대구,전북",61720000,4톤/주 ,2025-04-04
9,니켈(합금용),"부산,인천,대구",28250000,5톤/주 ,2025-04-04
10,니켈(도금용),"부산,인천",28630000,3톤/주,2025-04-04
11,인듐(대여),인천,603955420,0톤/주 ,2025-04-04
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4370000,통합50톤/주,2025-04-03
2,알루미늄(비서구산),"부산,인천,대구,전북",4320000,통합50톤/주,2025-04-03
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",16050000,50톤/주 ,2025-04-03
4,납(99.99%이상),"인천,대구,부산",3380000,200톤/주 ,2025-04-03
5,납(99.99%이상),전북,3300000,200톤/주 ,2025-04-03
6,아연,"부산,인천,대구,전북",4660000,15톤/주 ,2025-04-03
7,주석(99.85%이상),"부산,인천,대구,전북",62420000,6톤/주 ,2025-04-03
8,주석(99.90%이상),"부산,인천,대구,전북",62540000,4톤/주 ,2025-04-03
9,니켈(합금용),"부산,인천,대구",28610000,5톤/주 ,2025-04-03
10,니켈(도금용),"부산,인천",28990000,3톤/주,2025-04-03
11,인듐(대여),인천,603955420,0톤/주 ,2025-04-03
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4420000,통합50톤/주,2025-04-02
2,알루미늄(비서구산),"부산,인천,대구,전북",4370000,통합50톤/주,2025-04-02
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",16100000,50톤/주 ,2025-04-02
4,납(99.99%이상),"인천,대구,부산",3430000,200톤/주 ,2025-04-02
5,납(99.99%이상),전북,3340000,200톤/주 ,2025-04-02
6,아연,"부산,인천,대구,전북",4740000,15톤/주 ,2025-04-02
7,주석(99.85%이상),"부산,인천,대구,전북",62090000,6톤/주 ,2025-04-02
8,주석(99.90%이상),"부산,인천,대구,전북",62200000,4톤/주 ,2025-04-02
9,니켈(합금용),"부산,인천,대구",28940000,5톤/주 ,2025-04-02
10,니켈(도금용),"부산,인천",29320000,3톤/주,2025-04-02
11,인듐(대여),인천,603955420,0톤/주 ,2025-04-02
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4480000,통합50톤/주,2025-04-01
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",16130000,50톤/주 ,2025-04-01
3,납(99.99%이상),"인천,대구,부산",3460000,200톤/주 ,2025-04-01
4,납(99.99%이상),전북,3380000,200톤/주 ,2025-04-01
5,아연,"부산,인천,대구,전북",4800000,15톤/주 ,2025-04-01
6,주석(99.85%이상),"부산,인천,대구,전북",60620000,6톤/주 ,2025-04-01
7,주석(99.90%이상),"부산,인천,대구,전북",60730000,4톤/주 ,2025-04-01
8,니켈(합금용),"부산,인천,대구",28650000,5톤/주 ,2025-04-01
9,니켈(도금용),"부산,인천",29030000,3톤/주,2025-04-01
10,인듐(대여),인천,603955420,0톤/주 ,2025-04-01
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4480000,통합50톤/주,2025-03-31
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",15950000,50톤/주 ,2025-03-31
3,납(99.99%이상),"인천,대구,부산",3480000,200톤/주 ,2025-03-31
4,납(99.99%이상),전북,3390000,200톤/주 ,2025-03-31
5,아연,"부산,인천,대구,전북",4790000,15톤/주 ,2025-03-31
6,주석(99.85%이상),"부산,인천,대구,전북",59750000,6톤/주 ,2025-03-31
7,주석(99.90%이상),"부산,인천,대구,전북",59820000,4톤/주 ,2025-03-31
8,니켈(합금용),"부산,인천,대구",29270000,5톤/주 ,2025-03-31
9,니켈(도금용),"부산,인천",29650000,3톤/주,2025-03-31
10,인듐(대여),인천,603955420,0톤/주 ,2025-03-31
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4500000,통합50톤/주,2025-03-28
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",16020000,50톤/주 ,2025-03-28
3,납(99.99%이상),"인천,대구,부산",3500000,200톤/주 ,2025-03-28
4,납(99.99%이상),전북,3410000,200톤/주 ,2025-03-28
5,아연,"부산,인천,대구,전북",4840000,15톤/주 ,2025-03-28
6,주석(99.85%이상),"부산,인천,대구,전북",58080000,6톤/주 ,2025-03-28
7,주석(99.90%이상),"부산,인천,대구,전북",58150000,4톤/주 ,2025-03-28
8,니켈(합금용),"부산,인천,대구",29030000,5톤/주 ,2025-03-28
9,니켈(도금용),"부산,인천",29400000,3톤/주,2025-03-28
10,인듐(대여),인천,599097430,0톤/주 ,2025-03-28
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4560000,통합50톤/주,2025-03-27
2,구리(99.99%이상),"부산,인천,대구,대전, 전북",16160000,50톤/주 ,2025-03-27
3,납(99.99%이상),"인천,대구,부산",3590000,200톤/주 ,2025-03-27
4,납(99.99%이상),전북,3500000,200톤/주 ,2025-03-27
5,아연,"부산,인천,대구,전북",4940000,15톤/주 ,2025-03-27
6,주석(99.85%이상),"부산,인천,대구,전북",57840000,6톤/주 ,2025-03-27
7,주석(99.90%이상),"부산,인천,대구,전북",57910000,4톤/주 ,2025-03-27
8,니켈(합금용),"부산,인천,대구",29030000,5톤/주 ,2025-03-27
9,니켈(도금용),"부산,인천",29410000,3톤/주,2025-03-27
10,인듐(대여),인천,599097430,0톤/주 ,2025-03-27
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4580000,통합50톤/주,2025-03-26
2,알루미늄(비서구산),"부산,인천,대구,전북",4530000,통합50톤/주,2025-03-26
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",16530000,50톤/주 ,2025-03-26
4,납(99.99%이상),"인천,대구,부산",3590000,200톤/주 ,2025-03-26
5,납(99.99%이상),전북,3500000,200톤/주 ,2025-03-26
6,아연,"부산,인천,대구,전북",4980000,15톤/주 ,2025-03-26
7,주석(99.85%이상),"부산,인천,대구,전북",57730000,6톤/주 ,2025-03-26
8,주석(99.90%이상),"부산,인천,대구,전북",57800000,4톤/주 ,2025-03-26
9,니켈(합금용),"부산,인천,대구",28950000,5톤/주 ,2025-03-26
10,니켈(도금용),"부산,인천",29330000,3톤/주,2025-03-26
11,인듐(대여),인천,599097430,0톤/주 ,2025-03-26
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4620000,통합50톤/주,2025-03-25
2,알루미늄(비서구산),"부산,인천,대구,전북",4580000,통합50톤/주,2025-03-25
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",16230000,50톤/주 ,2025-03-25
4,납(99.99%이상),"인천,대구,부산",3520000,200톤/주 ,2025-03-25
5,납(99.99%이상),전북,3430000,200톤/주 ,2025-03-25
6,아연,"부산,인천,대구,전북",4940000,15톤/주 ,2025-03-25
7,주석(99.85%이상),"부산,인천,대구,전북",56380000,6톤/주 ,2025-03-25
8,주석(99.90%이상),"부산,인천,대구,전북",56450000,4톤/주 ,2025-03-25
9,니켈(합금용),"부산,인천,대구",28680000,5톤/주 ,2025-03-25
10,니켈(도금용),"부산,인천",29060000,3톤/주,2025-03-25
11,인듐(대여),인천,599097430,0톤/주 ,2025-03-25
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4630000,통합50톤/주,2025-03-24
2,알루미늄(비서구산),"부산,인천,대구,전북",4590000,통합50톤/주,2025-03-24
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",16010000,50톤/주 ,2025-03-24
4,납(99.99%이상),"인천,대구,부산",3460000,200톤/주 ,2025-03-24
5,납(99.99%이상),전북,3370000,200톤/주 ,2025-03-24
6,아연,"부산,인천,대구,전북",4890000,15톤/주 ,2025-03-24
7,주석(99.85%이상),"부산,인천,대구,전북",56370000,6톤/주 ,2025-03-24
8,주석(99.90%이상),"부산,인천,대구,전북",56440000,4톤/주 ,2025-03-24
9,니켈(합금용),"부산,인천,대구",28670000,5톤/주 ,2025-03-24
10,니켈(도금용),"부산,인천",29050000,3톤/주,2025-03-24
11,인듐(대여),인천,599097430,0톤/주 ,2025-03-24
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4680000,통합50톤/주,2025-03-21
2,알루미늄(비서구산),"부산,인천,대구,전북",4640000,통합50톤/주,2025-03-21
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",16080000,50톤/주 ,2025-03-21
4,납(99.99%이상),"인천,대구,부산",3510000,200톤/주 ,2025-03-21
5,납(99.99%이상),전북,3420000,200톤/주 ,2025-03-21
6,아연,"부산,인천,대구,전북",4850000,15톤/주 ,2025-03-21
7,주석(99.85%이상),"부산,인천,대구,전북",57600000,6톤/주 ,2025-03-21
8,주석(99.90%이상),"부산,인천,대구,전북",57680000,4톤/주 ,2025-03-21
9,니켈(합금용),"부산,인천,대구",28960000,5톤/주 ,2025-03-21
10,니켈(도금용),"부산,인천",29340000,3톤/주,2025-03-21
11,인듐(대여),인천,590487220,0톤/주 ,2025-03-21
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4680000,통합50톤/주,2025-03-20
2,알루미늄(비서구산),"부산,인천,대구,전북",4640000,통합50톤/주,2025-03-20
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",16130000,50톤/주 ,2025-03-20
4,납(99.99%이상),"인천,대구,부산",3550000,200톤/주 ,2025-03-20
5,납(99.99%이상),전북,3460000,200톤/주 ,2025-03-20
6,아연,"부산,인천,대구,전북",4830000,15톤/주 ,2025-03-20
7,주석(99.85%이상),"부산,인천,대구,전북",56840000,6톤/주 ,2025-03-20
8,주석(99.90%이상),"부산,인천,대구,전북",56920000,4톤/주 ,2025-03-20
9,니켈(합금용),"부산,인천,대구",29030000,5톤/주 ,2025-03-20
10,니켈(도금용),"부산,인천",29400000,3톤/주,2025-03-20
11,인듐(대여),인천,590487220,0톤/주 ,2025-03-20
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4650000,통합50톤/주,2025-03-19
2,알루미늄(비서구산),"부산,인천,대구,전북",4610000,통합50톤/주,2025-03-19
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15970000,50톤/주 ,2025-03-19
4,납(99.99%이상),"인천,대구,부산",3560000,200톤/주 ,2025-03-19
